Região,Mês,Alimentação,Habitação,Residência,Vestuário,Transportes,Saúde,Despesas Pessoais,Educação,Comunicação,Alimentação (Peso),Habitação (Peso),Residência (Peso),Vestuário (Peso),Transportes (Peso),Saúde (Peso),Despesas Pessoais (Peso),Educação (Peso),Comunicação (Peso)
Belém (PA),janeiro 2012,"1,02","0,5","0,25","0,28","0,55","0,65","0,21","0,32","0,2","32,0015","12,1479","5,6793","9,3929","13,7599","10,5512","7,8447","4,5025","4,1202"
Belém (PA),fevereiro 2012,"0,55","1,1","-0,26","-0,69","-0,44","0,55","1,38","6,05","0,01","32,1311","12,1348","5,659","9,3621","13,7512","10,5553","7,8134","4,4895","4,1035"
Belém (PA),março 2012,"1,14","0,1","0,18","-0,9","-0,07","0,08","1,07","0,4","-0,4","32,1134","12,1933","5,6103","9,241","13,6078","10,5492","7,8734","4,7324","4,0791"
Belém (PA),abril 2012,"1,3","0,45","-0,98","0,53","0,11","1,24","2,02","0,06","-0,23","32,3537","12,1578","5,5987","9,122","13,5451","10,5165","7,9265","4,7329","4,0469"
Belém (PA),maio 2012,"0,75","0,51","0,2","0,35","-0,25","0,59","0,85","-0,05","-0,26","32,525","12,119","5,5013","9,1006","13,4567","10,5657","8,0253","4,6996","4,0068"
Belém (PA),junho 2012,"0,15","0,49","0,35","0,35","-0,08","0,36","0,49","-0,17","0,29","32,627","12,1284","5,4887","9,0934","13,3651","10,582","8,0591","4,677","3,9794"
Belém (PA),julho 2012,"0,23","0,06","0,06","0,15","0,38","0,05","0,58","0,12","0,39","32,6007","12,1596","5,4955","9,1047","13,3239","10,5953","8,0802","4,6584","3,9818"
Belém (PA),agosto 2012,"0,47","1,28","0,83","0,35","1,81","0,53","0,26","0,47","-0,21","32,603","12,14","5,4866","9,098","13,3445","10,5769","8,1092","4,6536","3,9882"
Belém (PA),setembro 2012,"1,03","1,06","0,3","0,83","0,2","0,65","0,6","0,15","0,1","32,523","12,2074","5,4928","9,0648","13,489","10,5572","8,0724","4,6422","3,9514"
Belém (PA),outubro 2012,"3,05","-0,98","0,14","0,82","0,14","0,43","-0,27","-0,14","0,69","32,6269","12,2499","5,4703","9,0749","13,4202","10,5508","8,0634","4,6163","3,9273"
Belém (PA),novembro 2012,"2,16","1,89","1,16","0,79","0,45","0,27","1,06","-0,01","0,34","33,2829","12,0076","5,4226","9,0572","13,303","10,4889","7,9602","4,5633","3,9143"
Belém (PA),dezembro 2012,"1,63","1,19","-0,22","1,01","0,75","0,53","1,23","0,07","0,09","33,5774","12,0813","5,4167","9,0147","13,1953","10,3857","7,9444","4,5059","3,8786"
Belém (PA),janeiro 2013,"2,93","-2,35","0,23","0,32","0,91","0,78","1,18","0,42","0,03","33,7782","12,1009","5,3495","9,0129","13,159","10,3339","7,9602","4,4629","3,8424"
Belém (PA),fevereiro 2013,"1,83","-4,68","0,81","0,62","0,78","0,48","0,37","4,8","-0,02","34,4024","11,6926","5,3057","8,9472","13,1396","10,3053","7,9694","4,4347","3,803"
Belém (PA),março 2013,"1,38","0,89","0,62","0,76","-0,15","0,47","0,57","0,81",0,"34,8329","11,0814","5,3183","8,9511","13,1662","10,2954","7,9533","4,6212","3,7803"
Belém (PA),abril 2013,"0,94","1,33","0,66","-0,01","-0,53","1,23","0,71","0,18","0,17","35,0364","11,0916","5,3091","8,948","13,0435","10,2629","7,9357","4,6221","3,7506"
Belém (PA),maio 2013,"-0,79","0,5","-0,26","0,22","-0,05","0,72","-0,17","0,08","0,01","35,1421","11,1681","5,31","8,8901","12,8916","10,3231","7,9412","4,6008","3,7331"
Belém (PA),junho 2013,"-0,61","0,22","0,16","0,52","0,14","0,39","0,01","0,16","-0,09","34,9201","11,2421","5,3044","8,9232","12,9055","10,4137","7,9397","4,6119","3,7394"
Belém (PA),julho 2013,"-0,47","0,36","0,17","-0,11","0,3","0,01","1,72","0,2","-0,05","34,7308","11,2747","5,3168","8,976","12,9328","10,4615","7,946","4,6227","3,7387"
Belém (PA),agosto 2013,"-0,63","3,66","0,49","0,35","0,31","0,43","0,48","0,74","0,08","34,5474","11,3081","5,3225","8,9603","12,9642","10,4558","8,0781","4,629","3,7346"
Belém (PA),setembro 2013,"-0,44","1,16","1,45","0,68","0,34","0,1","0,05","-0,04","-0,21","34,189","11,6731","5,3263","8,9541","12,9502","10,4579","8,083","4,6441","3,7222"
Belém (PA),outubro 2013,"0,53","1,62","1,12","1,57","0,06","-0,22","0,25","0,08","-0,07","33,9803","11,7883","5,3944","8,9999","12,9719","10,4501","8,0731","4,6342","3,708"
Belém (PA),novembro 2013,"0,38","0,22","-0,08","1,59","0,4","0,8","1,18","-0,01","-0,06","33,9631","11,9106","5,4234","9,0889","12,9048","10,3674","8,0467","4,6111","3,684"
Belém (PA),dezembro 2013,"0,58","0,74","0,24","0,61","1,46","0,18","0,61","0,03","0,46","33,9138","11,8752","5,391","9,1853","12,8895","10,3962","8,0996","4,5868","3,6625"
Belém (PA),janeiro 2014,"0,89","0,29","1,28","0,95","-1,03","0,46","1,01","0,27","0,11","33,8981","11,8889","5,3701","9,1835","12,9955","10,3501","8,0978","4,5596","3,6564"
Belém (PA),fevereiro 2014,"0,37","-0,01","1,1","-1,14","-0,47","0,99","0,12","5,37","0,04","34,0289","11,8632","5,4117","9,2237","12,7973","10,3453","8,1388","4,549","3,6421"
Belém (PA),março 2014,"0,7","0,79","0,17",0,"1,04","0,53","0,31","0,21","-0,8","34,0254","11,8178","5,4508","9,0847","12,6891","10,4088","8,118","4,7755","3,63"
Belém (PA),abril 2014,"0,91","0,38","0,74","-0,36","0,16","1,08","0,29","-0,18","0,1","34,0803","11,848","5,431","9,0366","12,7534","10,4085","8,1","4,7603","3,582"
Belém (PA),maio 2014,1,"1,65","1,04","-0,15","0,65","0,29","1,18","-0,06","0,17","34,2151","11,8314","5,443","8,9582","12,7086","10,467","8,0822","4,7273","3,5672"
Belém (PA),junho 2014,"-0,3","0,45","-0,43","-0,29","1,57","0,27","1,05","-0,08","-0,11","34,2867","11,9325","5,4562","8,874","12,6902","10,4145","8,1134","4,6874","3,5451"
Belém (PA),julho 2014,"-0,51","0,21","0,66","0,45","-0,62","0,44","0,52","0,31","0,84","34,1137","11,9609","5,4216","8,8301","12,863","10,4215","8,1815","4,674","3,5337"
Belém (PA),agosto 2014,"-0,1","7,25","0,74","-0,02","0,55","0,4","0,13","-0,11","-0,21","33,9473","11,988","5,4587","8,8719","12,7857","10,4692","8,2255","4,6893","3,5642"
Belém (PA),setembro 2014,"0,44","1,96","-0,33","0,21","0,38","0,2","-0,09","0,24","0,03","33,5825","12,7315","5,4453","8,7837","12,7311","10,4088","8,1561","4,6387","3,5222"
Belém (PA),outubro 2014,"0,44","0,07","0,32","-0,04","0,16","0,08","0,93","0,33","-0,13","33,5715","12,92","5,4022","8,7607","12,7195","10,3808","8,1103","4,6283","3,5067"
Belém (PA),novembro 2014,"1,8","-0,49","-0,09","0,58","0,58","0,24","0,41","0,45","0,41","33,6241","12,8916","5,4042","8,732","12,7035","10,3599","8,1625","4,6301","3,4921"
Belém (PA),dezembro 2014,"1,33","0,34","1,21","1,68","1,25","0,81","0,74","-0,14","-0,12","33,9734","12,7323","5,3587","8,717","12,681","10,3066","8,1347","4,6161","3,4803"
Belém (PA),janeiro 2015,"1,22","3,04","0,43","-0,12","0,37","0,06","1,83","-0,03","0,11","34,0852","12,6492","5,3697","8,7758","12,7132","10,2875","8,1135","4,5642","3,4417"
Belém (PA),fevereiro 2015,"1,1","2,3",0,"0,57","0,2","0,56","0,21","5,37","0,2","34,1545","12,9026","5,3383","8,6766","12,6312","10,1901","8,179","4,5169","3,4108"
Belém (PA),março 2015,"0,51","2,16","0,28","0,17","0,59","0,33","0,05","0,41","-1,12","34,1652","13,059","5,2815","8,6333","12,5225","10,1387","8,1092","4,709","3,3815"
Belém (PA),abril 2015,"1,19","-0,22","1,2","0,36","1,08","2,09","0,87","-0,15","0,22","34,1419","13,2639","5,2658","8,5979","12,5244","10,1139","8,0668","4,7009","3,3244"
Belém (PA),maio 2015,"1,5","-0,53","-0,01","1,03","1,59","0,36","0,94","0,09","0,34","34,243","13,1178","5,282","8,5529","12,5487","10,2349","8,0657","4,6526","3,3025"
Belém (PA),junho 2015,"0,39","1,28","0,9","0,71","2,27","0,88","2,48","0,25","0,69","34,4596","12,937","5,2368","8,5673","12,6398","10,1843","8,0724","4,6172","3,2856"
Belém (PA),julho 2015,"-0,79","-0,3","0,62","-0,46","0,62","0,92","0,61","-0,03","0,6","34,2454","12,9702","5,2306","8,541","12,7966","10,1699","8,1893","4,582","3,275"
Belém (PA),agosto 2015,"0,17","1,72",1,"0,41","-1,44","0,68","0,77","0,03","0,05","34,0004","12,9402","5,267","8,5085","12,8855","10,2715","8,2456","4,5841","3,2971"
Belém (PA),setembro 2015,"-0,04","-0,22","-0,97","0,22","0,26","1,02","0,93",0,"-0,27","33,9505","13,121","5,3025","8,5161","12,6601","10,3085","8,2825","4,5708","3,2882"
Belém (PA),outubro 2015,"1,61","1,85","0,29","-0,38","0,77","0,8",1,"0,28","0,69","33,8921","13,0753","5,2442","8,5239","12,677","10,3996","8,3482","4,5646","3,2752"
Belém (PA),novembro 2015,"2,37","0,13","0,66","1,36","0,4","0,74","0,95","0,36","1,52","34,0736","13,1764","5,2035","8,4018","12,6391","10,3714","8,3426","4,5288","3,2628"
Belém (PA),dezembro 2015,"1,38","2,35","0,78","2,1","2,28","0,57","0,42","0,22","0,03","34,451","13,0312","5,1733","8,4114","12,5338","10,32","8,3183","4,4894","3,2716"
Belém (PA),janeiro 2016,"2,33","0,32","-0,03","0,44","0,12","0,69","1,04","0,05","0,09","34,4478","13,1542","5,1422","8,4706","12,6444","10,2366","8,2391","4,4376","3,2276"
Belém (PA),fevereiro 2016,"1,99","-0,58","1,39","0,04","-0,07","0,95","0,42","6,83","-0,07","34,8821","13,0576","5,0867","8,4188","12,5274","10,1997","8,238","4,3932","3,1966"
Belém (PA),março 2016,"1,67","-1,18","0,98","0,23","-0,07","0,49","0,47","0,31","-2,11","35,1835","12,8397","5,1007","8,3295","12,3811","10,1831","8,1815","4,6417","3,1592"
Belém (PA),abril 2016,"1,33","-0,52","0,74","-0,12","0,6","2,58","0,23","0,17","3,31","35,582","12,6206","5,1234","8,3045","12,3071","10,1785","8,1762","4,6315","3,0761"
Belém (PA),maio 2016,"0,85","0,35","-0,43","0,44","0,3","1,1","1,21","-0,09","-0,05","35,7343","12,4424","5,1154","8,2204","12,2698","10,3482","8,122","4,5978","3,1496"
Belém (PA),junho 2016,"0,44","0,39","-0,02","0,89","0,46","1,11","0,84","0,1","-0,02","35,8212","12,4104","5,0629","8,207","12,2333","10,3994","8,1708","4,5658","3,1292"
Belém (PA),julho 2016,"1,37","-0,01","0,6","0,29","0,57","0,89","0,33","-0,08","0,03","35,7919","12,3943","5,0358","8,2369","12,2259","10,4599","8,1964","4,5466","3,1122"
Belém (PA),agosto 2016,"-0,45","1,95","0,37","0,71","-0,45","0,51","0,72","0,61",0,"36,0182","12,3032","5,0292","8,2008","12,2067","10,4771","8,1639","4,5103","3,0907"
Belém (PA),setembro 2016,"0,53","0,37","0,86","0,19","-0,37","0,04","0,46","0,36","-0,02","35,771","12,5128","5,0359","8,2388","12,1231","10,5052","8,2031","4,5268","3,0832"
Belém (PA),outubro 2016,"0,55","1,48","0,25","-0,15","0,41","0,5","0,44","-0,04","-0,16","35,8508","12,5209","5,0636","8,2288","12,0411","10,4773","8,2155","4,5291","3,073"
Belém (PA),novembro 2016,"-0,74","0,09","-0,11","0,35","0,01","0,43","0,47","0,08","-0,09","35,8629","12,6419","5,0506","8,1743","12,0288","10,4756","8,2095","4,5041","3,0523"
Belém (PA),dezembro 2016,"0,12","0,87","-0,73","-0,45","0,39","0,39","0,36","0,12","0,01","35,6487","12,672","5,0523","8,2144","12,0478","10,5362","8,2604","4,5143","3,0539"
Belém (PA),janeiro 2017,"0,32","-0,09","0,41","-0,34","1,5","0,69","0,04","-0,19","0,83","35,6182","12,7564","5,0053","8,1608","12,071","10,5558","8,2738","4,5106","3,048"
Belém (PA),fevereiro 2017,"-0,59","-0,28","0,54","-0,33","1,87","0,45","0,62","5,48","0,71","35,6016","12,6982","5,0074","8,1027","12,2072","10,5889","8,2467","4,4853","3,0619"
Belém (PA),março 2017,"0,25","0,44","-0,66","-0,24","-0,09","0,63","-0,08","0,19","-0,66","35,2676","12,6189","5,0171","8,0481","12,3921","10,5997","8,2688","4,7149","3,0729"
Belém (PA),abril 2017,"0,67","-1,19","-0,08","0,03","-0,56","0,45","-0,13","-0,02","1,14","35,3103","12,6577","4,9774","8,0186","12,3655","10,6526","8,2513","4,7178","3,0488"
Belém (PA),maio 2017,"-1,02","1,28","-0,76","0,3","-0,54","0,76","0,7","-0,15","0,74","35,5164","12,4961","4,9693","8,0139","12,2853","10,6918","8,2335","4,713","3,0807"
Belém (PA),junho 2017,"-0,3","-0,35",0,"-0,27","0,21","0,22","0,44","0,02","-0,04","35,2007","12,6717","4,9378","8,048","12,2345","10,7864","8,3016","4,7121","3,1074"
Belém (PA),julho 2017,"-0,52","2,25","-0,57","-0,31","0,12","0,35","0,18","-0,16","-0,1","35,1256","12,6384","4,9419","8,0327","12,2711","10,8191","8,3454","4,7168","3,1089"
Belém (PA),agosto 2017,"-1,83","1,98","0,12","0,14","0,84","-0,17","0,55","0,33","-0,02","34,9061","12,9088","4,9086","7,9996","12,273","10,8452","8,3519","4,7042","3,1026"
Belém (PA),setembro 2017,"-0,25","1,24","0,48","0,22","0,7","0,81","0,09","0,07","0,94","34,3442","13,1934","4,9251","8,0287","12,4028","10,8508","8,4161","4,7299","3,1089"
Belém (PA),outubro 2017,"-0,24","1,83","-0,08","1,15","0,05","0,21","0,01","0,14","0,9","34,1446","13,3129","4,9323","8,0196","12,4474","10,902","8,3959","4,7176","3,1277"
Belém (PA),novembro 2017,"-0,45","1,03","-0,4","0,2","0,09","0,19","0,53","-0,02","-0,13","33,9572","13,5138","4,9127","8,0863","12,4141","10,8901","8,3702","4,7096","3,1461"
Belém (PA),dezembro 2017,"-0,4","-1,88","-0,35","0,32","1,19","-0,06","0,56","0,58","-0,27","33,7861","13,645","4,8906","8,098","12,4186","10,905","8,4103","4,7061","3,1404"
Belém (PA),janeiro 2018,"0,86","-2,06","-0,45","0,18","0,32","0,19","0,11","0,14","-0,11","33,709","13,4128","4,8821","8,1385","12,5881","10,918","8,4723","4,7417","3,1376"
Belém (PA),fevereiro 2018,"0,24","1,06","0,22","0,24","0,33","0,25","0,22","4,68","0,33","33,9728","13,1253","4,8561","8,1468","12,6186","10,9297","8,4744","4,7446","3,1317"
Belém (PA),março 2018,"-0,45","-0,05","0,46","0,69","0,92","-0,08","0,07","0,13","-0,32","33,8608","13,1898","4,8391","8,1201","12,5879","10,895","8,4446","4,9384","3,1243"
Belém (PA),abril 2018,"0,17","0,79","0,17","0,55","0,34","0,64","0,32","-0,12","0,07","33,6989","13,1792","4,8602","8,1738","12,6995","10,8833","8,4484","4,9434","3,1134"
Belém (PA),maio 2018,"-0,23","1,57","-0,27","-0,03","0,84","0,26","0,19","-0,13","0,61","33,6377","13,2373","4,8517","8,1901","12,6982","10,9145","8,4456","4,9201","3,1048"
Belém (PA),junho 2018,"0,81","2,15","0,48","-0,1","0,4","0,35","0,29","0,03","0,03","33,4679","13,408","4,8251","8,1645","12,7692","10,9125","8,4381","4,8998","3,1151"
Belém (PA),julho 2018,"-0,47","0,29","0,04","-0,2","0,99","0,13","-0,07","-0,09","-0,03","33,5071","13,6023","4,8149","8,1006","12,7325","10,876","8,4046","4,8675","3,0946"
Belém (PA),agosto 2018,"-0,96","2,06","0,23","-0,48","-0,82","0,04","0,28","0,32","0,1","33,3504","13,6422","4,8169","8,0849","12,8593","10,8907","8,3986","4,8633","3,0937"
Belém (PA),setembro 2018,"-0,51","1,19","-0,64","-1,39","1,55","0,1","-0,02","0,13","-0,12","33,0726","13,9405","4,8342","8,0563","12,7704","10,9082","8,4322","4,8851","3,1007"
Belém (PA),outubro 2018,"0,75","1,19","0,28","0,03","0,48","0,22","0,2","0,14","0,07","32,8819","14,0972","4,8002","7,9393","12,9603","10,9125","8,4254","4,8881","3,0951"
Belém (PA),novembro 2018,"0,52","-0,06","0,19","0,04","-0,45","-1,33","0,53","-0,25","0,01","32,9507","14,1884","4,7878","7,8983","12,9523","10,8769","8,3965","4,8685","3,0805"
Belém (PA),dezembro 2018,"0,91","-0,2","0,57","2,26","-0,01","-0,17","0,22","0,01","0,03","33,1201","14,1795","4,7969","7,9011","12,8931","10,7321","8,4403","4,8563","3,0807"
Belém (PA),janeiro 2019,"1,21","-0,74","0,06","-1,17","0,15","0,34","0,39","0,06","0,01","33,2624","14,0834","4,8011","8,0412","12,8304","10,6629","8,4185","4,8333","3,0668"
Belém (PA),fevereiro 2019,"1,4","1,74","0,58","0,46","-0,63","0,18","0,19","4,13","-0,09","33,5638","13,9373","4,79","7,9232","12,812","10,6676","8,4261","4,8218","3,0581"
Belém (PA),março 2019,1,"0,1","0,77","-0,59","0,56","0,23","0,53","0,27","-0,22","33,7197","14,0491","4,7735","7,8866","12,6147","10,589","8,3649","4,9751","3,0274"
Belém (PA),abril 2019,"1,12","-0,34","-0,77","0,39","0,8","1,76","-0,03","0,14","0,04","33,8919","13,9955","4,7866","7,802","12,6237","10,562","8,3682","4,9641","3,0061"
Belém (PA),maio 2019,"-0,69","0,56","0,23","0,24","0,57","0,8","0,18","0,14","-0,15","34,062","13,8616","4,7207","7,7844","12,646","10,6817","8,3142","4,9404","2,9889"
Belém (PA),junho 2019,"-0,63","-0,08","0,16","0,53","1,81","0,93","0,23","-0,17","-0,07","33,8108","13,9322","4,7293","7,7996","12,7121","10,7625","8,3255","4,9451","2,983"
Belém (PA),julho 2019,"-0,48","1,09","-0,12","-0,35","0,43","-0,24","0,1","0,3","0,79","33,5441","13,8988","4,729","7,8278","12,9203","10,8446","8,3308","4,9286","2,976"
Belém (PA),agosto 2019,"-0,95","1,71","0,04","-0,86","-0,64","-0,11","0,39","-0,04","0,14","33,3719","14,0449","4,7218","7,7981","12,9713","10,8151","8,3366","4,9416","2,9986"
Belém (PA),setembro 2019,"-0,36","-0,04","-0,51","0,74","0,15","1,03","0,55","-0,03","-0,07","33,1217","14,314","4,7331","7,747","12,9139","10,8252","8,3863","4,9499","3,0089"
Belém (PA),outubro 2019,"0,29","-0,55","0,13","0,97","0,22","0,51","0,35","0,16","0,03","32,9762","14,2965","4,705","7,7975","12,9223","10,928","8,4258","4,9443","3,0044"
Belém (PA),novembro 2019,"1,48","1,33","0,13","0,46","0,27","0,16","1,8","0,22","-0,02","32,9999","14,1866","4,7006","7,8556","12,9219","10,9589","8,4368","4,9411","2,9986"
Belém (PA),dezembro 2019,"4,35","-0,54","0,04","0,69","1,19","0,56","1,36","0,3","0,39","33,1789","14,2426","4,6631","7,8184","12,8367","10,8747","8,5091","4,9064","2,9702"
Fortaleza (CE),janeiro 2012,"0,14","0,41","0,04","-1,48","0,01","-0,06","0,96","0,3","0,1","29,4595","14,0213","5,0701","8,1965","17,1501","9,6846","8,3259","4,0399","4,0522"
Fortaleza (CE),fevereiro 2012,"0,14","0,27","-0,58","-0,39","0,06","0,92","0,12","0,78","-0,18","29,4789","14,0692","5,0683","8,0693","17,1398","9,6717","8,4002","4,0492","4,0534"
Fortaleza (CE),março 2012,"0,86","0,28","0,37","-0,2","1,4","0,39","-0,11","6,27","-0,34","29,4751","14,0857","5,0312","8,0256","17,1238","9,7462","8,3976","4,0747","4,0402"
Fortaleza (CE),abril 2012,"0,99","0,78","-1,29","0,42","-0,58","1,18","2,51","1,09","0,85","29,4908","14,0123","5,0094","7,9456","17,2239","9,7063","8,3215","4,2957","3,9945"
Fortaleza (CE),maio 2012,"0,81","-0,81","-1,01","1,79","-0,11","0,39","1,53","0,16","-0,53","29,5843","14,0269","4,9118","7,9254","17,0088","9,7547","8,473","4,3135","4,0017"
Fortaleza (CE),junho 2012,"0,1","-0,97","0,32","-0,22","-1,45","0,51","0,58","-0,09","-0,09","29,7187","13,8648","4,8452","8,0389","16,9297","9,7581","8,5728","4,3054","3,9664"
Fortaleza (CE),julho 2012,"0,88","0,24","-0,55","-0,06","0,53","0,28","1,76","0,05","0,12","29,8272","13,7655","4,8732","8,0423","16,7276","9,8334","8,6452","4,3126","3,9731"
Fortaleza (CE),agosto 2012,"1,36","0,86","0,33","0,56","-0,13","0,55","0,28","0,12","0,35","29,929","13,7243","4,8204","7,9943","16,7256","9,8081","8,7503","4,2914","3,9564"
Fortaleza (CE),setembro 2012,"2,04","0,34","-0,1","-0,01","-0,16","0,25","0,34","0,08","-0,51","30,1363","13,7512","4,8045","7,9863","16,5938","9,7977","8,7175","4,2685","3,9441"
Fortaleza (CE),outubro 2012,"2,12","0,05","-0,42","0,95","0,34","0,42","0,25","-0,07","0,86","30,5482","13,7067","4,7677","7,9327","16,4578","9,7566","8,6891","4,2435","3,8977"
Fortaleza (CE),novembro 2012,"1,19","0,23","0,16","1,17","0,57","0,16","1,04","0,01","0,36","30,9297","13,5966","4,7074","7,9399","16,3732","9,7146","8,6365","4,2042","3,8978"
Fortaleza (CE),dezembro 2012,"1,94","0,79","0,82","1,89","0,37","0,53","2,84","0,19","0,22","31,0769","13,5315","4,6813","7,9753","16,3501","9,6615","8,6645","4,1749","3,884"
Fortaleza (CE),janeiro 2013,"2,41","-0,01","0,45","-2,56","1,78","0,69","0,9","0,36","-0,17","31,2814","13,4674","4,6603","8,0243","16,2038","9,5905","8,7983","4,1301","3,8438"
Fortaleza (CE),fevereiro 2013,"1,8","-1,8","1,01","-0,01","1,54","0,64","-0,08","0,77","0,14","31,7154","13,3316","4,6345","7,7408","16,3273","9,5597","8,7883","4,1036","3,7988"
Fortaleza (CE),março 2013,"1,2","0,28","0,34","-1,1","-0,04","0,4","0,6","4,34","-0,01","32,0553","12,9984","4,6481","7,6851","16,4604","9,552","8,7183","4,1055","3,7768"
Fortaleza (CE),abril 2013,"1,49","1,07","0,76","1,28","-0,69","0,91","0,26","1,2","-0,46","32,2416","12,9552","4,6353","7,5545","16,3529","9,532","8,7173","4,2577","3,7536"
Fortaleza (CE),maio 2013,"0,35","1,3","-0,77","0,38","-0,7","0,88","0,92","0,09","-0,26","32,4675","12,993","4,6344","7,5918","16,1144","9,5441","8,6723","4,2753","3,7072"
Fortaleza (CE),junho 2013,"-0,93","0,67","0,1","0,34","1,17","0,53","0,3","0,12","0,07","32,4764","13,1201","4,5841","7,5962","15,9509","9,5975","8,7236","4,2653","3,6858"
Fortaleza (CE),julho 2013,"-0,53","1,4",1,"0,27","-0,38","0,28","1,2","0,12","0,83","32,1454","13,1965","4,5848","7,6152","16,1235","9,6398","8,7425","4,2669","3,6853"
Fortaleza (CE),agosto 2013,"-0,6","-0,46","0,45","-0,06","-0,17","0,65","0,55","0,99","0,03","31,9155","13,3569","4,6218","7,6213","16,0322","9,6484","8,8308","4,264","3,709"
Fortaleza (CE),setembro 2013,"0,6","0,78","0,22","0,06","0,43","0,46","-0,03","-0,01","-0,1","31,7588","13,3097","4,648","7,6252","16,0221","9,7217","8,8893","4,3112","3,7142"
Fortaleza (CE),outubro 2013,"0,41","0,61","0,81","0,97",0,"0,73","0,43","0,05","0,15","31,8159","13,3584","4,6392","7,5981","16,0249","9,7257","8,8497","4,2931","3,6952"
Fortaleza (CE),novembro 2013,"1,08","1,12","1,11","2,06","0,68","0,09","1,75","0,08","0,34","31,8057","13,3809","4,6565","7,6383","15,9546","9,7543","8,8487","4,2766","3,6844"
Fortaleza (CE),dezembro 2013,"0,74","0,09","0,15","1,1","1,64","0,41","1,01","0,04","0,57","31,8341","13,3982","4,6619","7,7191","15,905","9,6675","8,9153","4,2382","3,6608"
Fortaleza (CE),janeiro 2014,"0,93","0,61","0,75","-0,9","-0,44","0,46","1,27","0,32",0,"31,8304","13,3098","4,6343","7,7459","16,0447","9,6341","8,9384","4,2082","3,6542"
Fortaleza (CE),fevereiro 2014,"-0,04","0,82","0,15","-0,52","-0,45","0,94","0,48","1,22","0,3","31,9847","13,3321","4,6485","7,6426","15,9038","9,636","9,0115","4,2028","3,638"
Fortaleza (CE),março 2014,"0,93","0,68","0,1","-0,35","0,72","0,18","0,34","4,97","-0,97","31,9109","13,417","4,6468","7,5884","15,8025","9,7085","9,0378","4,246","3,6422"
Fortaleza (CE),abril 2014,"2,16","0,84","2,53","0,14",0,"0,45","0,58","1,15","0,15","31,9828","13,4137","4,6189","7,509","15,8047","9,6578","9,0055","4,4258","3,5817"
Fortaleza (CE),maio 2014,"1,04","2,8","0,23","0,68","-0,31","1,05","1,34","0,17","-0,22","32,3238","13,3812","4,6851","7,4393","15,6352","9,5974","8,9605","4,4288","3,5487"
Fortaleza (CE),junho 2014,"0,2","0,24","0,88","-0,16","0,61","0,49","0,91","0,16","-0,21","32,3554","13,6265","4,6521","7,4201","15,4413","9,6069","8,9952","4,3947","3,5077"
Fortaleza (CE),julho 2014,"-1,01","1,26","-0,79","-1,29","0,39","0,29","0,33","-0,03","-0,09","32,3076","13,6116","4,6768","7,3822","15,4814","9,6202","9,0452","4,3867","3,4883"
Fortaleza (CE),agosto 2014,"-0,34","0,08","-0,65","0,03","0,77","0,29","0,13","0,72","0,16","32,0376","13,8064","4,648","7,2994","15,5687","9,6651","9,091","4,3929","3,491"
Fortaleza (CE),setembro 2014,"0,96","0,51","0,1","0,03","-0,21","0,38","0,57","0,01","0,31","31,9054","13,808","4,6145","7,2964","15,6776","9,6861","9,0964","4,4213","3,4944"
Fortaleza (CE),outubro 2014,"0,51","0,47","0,29",1,"0,18","0,38","0,04","0,09","-0,23","32,0667","13,8161","4,5986","7,266","15,5744","9,6791","9,1074","4,4022","3,4896"
Fortaleza (CE),novembro 2014,"0,88","1,82","-0,99","0,87","1,08","0,34","0,57","0,24","-0,2","32,1089","13,8287","4,5946","7,3107","15,5433","9,6796","9,0765","4,3893","3,4684"
Fortaleza (CE),dezembro 2014,"0,63","-0,13","0,01","1,1","1,31","0,58","1,19","0,15","-0,19","32,1325","13,9671","4,5124","7,3151","15,5852","9,6343","9,0551","4,3647","3,4335"
Fortaleza (CE),janeiro 2015,"1,58","0,95","0,18","-0,94","1,78","-0,06","2,34","0,08","0,37","32,1321","13,8606","4,4844","7,349","15,6906","9,6292","9,1051","4,3437","3,4054"
Fortaleza (CE),fevereiro 2015,"1,13","0,86","0,41","0,24","1,43","0,31","0,09","0,95","-0,19","32,2914","13,8422","4,4442","7,2018","15,7997","9,5207","9,2181","4,3006","3,3813"
Fortaleza (CE),março 2015,"1,14","5,57","0,42","0,39","0,82","0,96","0,14","4,34","-1,22","32,3902","13,848","4,4265","7,1608","15,8961","9,473","9,1516","4,3062","3,3475"
Fortaleza (CE),abril 2015,"0,91","0,97","0,03","-0,25","0,14","0,78","1,13","0,85","0,12","32,253","14,3941","4,3765","7,0778","15,7793","9,4166","9,0235","4,4236","3,2556"
Fortaleza (CE),maio 2015,"1,73","1,39","0,5","1,1","0,26","1,66","1,77","-0,1","0,59","32,3355","14,4382","4,3491","7,0143","15,6981","9,428","9,0662","4,4321","3,2384"
Fortaleza (CE),junho 2015,"0,58","1,04","0,95","-0,47","0,98","0,77","3,35","0,21","0,78","32,495","14,4611","4,3175","7,0051","15,547","9,4682","9,1144","4,3738","3,2179"
Fortaleza (CE),julho 2015,"-0,11","0,17","0,73","-0,38","0,67","0,95","0,73","0,03","0,52","32,3878","14,4791","4,3192","6,909","15,5584","9,4551","9,3345","4,3433","3,2136"
